reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cleaned_text,text_caseFolding,text_tokenized,text_stopwords,final_text,compound_score,label
50470bde-2376-4229-ab24-1bfd9f73ec5b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,see guys don't download the game I will tell why in this game they are report us so we are banned for day 1 me to for 1 day,1,0,2.674.786,2025-09-24 12:11:08,,,2.674.786,see guys dont download the game I will tell why in this game they are report us so we are banned for day  me to for  day,see guys dont download the game i will tell why in this game they are report us so we are banned for day  me to for  day,"['see', 'guys', 'dont', 'download', 'the', 'game', 'i', 'will', 'tell', 'why', 'in', 'this', 'game', 'they', 'are', 'report', 'us', 'so', 'we', 'are', 'banned', 'for', 'day', 'me', 'to', 'for', 'day']","['see', 'guys', 'dont', 'download', 'game', 'tell', 'game', 'report', 'us', 'banned', 'day', 'day']",see guys dont download game tell game report us banned day day,-0.4588,negative
ffbd92ee-1546-4a9b-ab1a-7716443f6957,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,veri,5,0,2.689.880,2025-09-24 12:10:33,,,2.689.880,veri,veri,['veri'],['veri'],veri,0.0,neutral
27ac7d1b-36d8-451f-a2c1-93c10cd9681c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,is a best game,5,0,2.691.868,2025-09-24 12:09:37,,,2.691.868,is a best game,is a best game,"['is', 'a', 'best', 'game']","['best', 'game']",best game,0.6369,positive
0f2394d8-ccb7-4ef2-9b6a-044428bab558,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I used to be a big fan of roblox it's so addictive and stuff like that but nowadays I just find it boring,1,0,,2025-09-24 12:09:36,,,,I used to be a big fan of roblox its so addictive and stuff like that but nowadays I just find it boring,i used to be a big fan of roblox its so addictive and stuff like that but nowadays i just find it boring,"['i', 'used', 'to', 'be', 'a', 'big', 'fan', 'of', 'roblox', 'its', 'so', 'addictive', 'and', 'stuff', 'like', 'that', 'but', 'nowadays', 'i', 'just', 'find', 'it', 'boring']","['used', 'big', 'fan', 'roblox', 'addictive', 'stuff', 'like', 'nowadays', 'find', 'boring']",used big fan roblox addictive stuff like nowadays find boring,0.3612,neutral
f1fbe24c-64ff-49fe-a16d-9ed46f3fb84d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best game in the robox magar robox bahut mehnga hai mene hai mera man hai kharidne ka mangar nhi kharid paunga kabhi bhi paise hi nahi hote 100 ke 80 hai isliye nhi kharid paunga kich game esei hai jisme robox kharide bina khelne me maja nhi ata me kabhi to kharida ga tab robox kharch karuga kya pls donate robox game me robox real me milte hai ky a mujhe to nahi pata asli me milte hai ya nahi vaise ye Roblox game best crazy funny game hai roblox me roj khelta hu aur mere doat bhi hai bhot sare,5,0,,2025-09-24 12:09:03,,,,best game in the robox magar robox bahut mehnga hai mene hai mera man hai kharidne ka mangar nhi kharid paunga kabhi bhi paise hi nahi hote  ke  hai isliye nhi kharid paunga kich game esei hai jisme robox kharide bina khelne me maja nhi ata me kabhi to kharida ga tab robox kharch karuga kya pls donate robox game me robox real me milte hai ky a mujhe to nahi pata asli me milte hai ya nahi vaise ye Roblox game best crazy funny game hai roblox me roj khelta hu aur mere doat bhi hai bhot sare,best game in the robox magar robox bahut mehnga hai mene hai mera man hai kharidne ka mangar nhi kharid paunga kabhi bhi paise hi nahi hote  ke  hai isliye nhi kharid paunga kich game esei hai jisme robox kharide bina khelne me maja nhi ata me kabhi to kharida ga tab robox kharch karuga kya pls donate robox game me robox real me milte hai ky a mujhe to nahi pata asli me milte hai ya nahi vaise ye roblox game best crazy funny game hai roblox me roj khelta hu aur mere doat bhi hai bhot sare,"['best', 'game', 'in', 'the', 'robox', 'magar', 'robox', 'bahut', 'mehnga', 'hai', 'mene', 'hai', 'mera', 'man', 'hai', 'kharidne', 'ka', 'mangar', 'nhi', 'kharid', 'paunga', 'kabhi', 'bhi', 'paise', 'hi', 'nahi', 'hote', 'ke', 'hai', 'isliye', 'nhi', 'kharid', 'paunga', 'kich', 'game', 'esei', 'hai', 'jisme', 'robox', 'kharide', 'bina', 'khelne', 'me', 'maja', 'nhi', 'ata', 'me', 'kabhi', 'to', 'kharida', 'ga', 'tab', 'robox', 'kharch', 'karuga', 'kya', 'pls', 'donate', 'robox', 'game', 'me', 'robox', 'real', 'me', 'milte', 'hai', 'ky', 'a', 'mujhe', 'to', 'nahi', 'pata', 'asli', 'me', 'milte', 'hai', 'ya', 'nahi', 'vaise', 'ye', 'roblox', 'game', 'best', 'crazy', 'funny', 'game', 'hai', 'roblox', 'me', 'roj', 'khelta', 'hu', 'aur', 'mere', 'doat', 'bhi', 'hai', 'bhot', 'sare']","['best', 'game', 'robox', 'magar', 'robox', 'bahut', 'mehnga', 'hai', 'mene', 'hai', 'mera', 'man', 'hai', 'kharidne', 'ka', 'mangar', 'nhi', 'kharid', 'paunga', 'kabhi', 'bhi', 'paise', 'hi', 'nahi', 'hote', 'ke', 'hai', 'isliye', 'nhi', 'kharid', 'paunga', 'kich', 'game', 'esei', 'hai', 'jisme', 'robox', 'kharide', 'bina', 'khelne', 'maja', 'nhi', 'ata', 'kabhi', 'kharida', 'ga', 'tab', 'robox', 'kharch', 'karuga', 'kya', 'pls', 'donate', 'robox', 'game', 'robox', 'real', 'milte', 'hai', 'ky', 'mujhe', 'nahi', 'pata', 'asli', 'milte', 'hai', 'ya', 'nahi', 'vaise', 'ye', 'roblox', 'game', 'best', 'crazy', 'funny', 'game', 'hai', 'roblox', 'roj', 'khelta', 'hu', 'aur', 'mere', 'doat', 'bhi', 'hai', 'bhot', 'sare']",best game robox magar robox bahut mehnga hai mene hai mera man hai kharidne ka mangar nhi kharid paunga kabhi bhi paise hi nahi hote ke hai isliye nhi kharid paunga kich game esei hai jisme robox kharide bina khelne maja nhi ata kabhi kharida ga tab robox kharch karuga kya pls donate robox game robox real milte hai ky mujhe nahi pata asli milte hai ya nahi vaise ye roblox game best crazy funny game hai roblox roj khelta hu aur mere doat bhi hai bhot sare,0.8807,positive
2a8aaca7-c5ac-4592-bd1a-5ce35602c7f6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it is not go for us it can take us away from are family like my little brother they take hem from me,1,0,2.691.868,2025-09-24 12:05:27,,,2.691.868,it is not go for us it can take us away from are family like my little brother they take hem from me,it is not go for us it can take us away from are family like my little brother they take hem from me,"['it', 'is', 'not', 'go', 'for', 'us', 'it', 'can', 'take', 'us', 'away', 'from', 'are', 'family', 'like', 'my', 'little', 'brother', 'they', 'take', 'hem', 'from', 'me']","['go', 'us', 'take', 'us', 'away', 'family', 'like', 'little', 'brother', 'take', 'hem']",go us take us away family like little brother take hem,0.3612,neutral
b8e15467-c5d5-4d6a-8f93-e26da68fa1de,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love this game so much,5,0,2.691.868,2025-09-24 12:04:18,,,2.691.868,I love this game so much,i love this game so much,"['i', 'love', 'this', 'game', 'so', 'much']","['love', 'game', 'much']",love game much,0.6369,positive
6c210d2d-4b26-412d-b659-0ec673ced095,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,YOU ARE BEST GAME,5,0,,2025-09-24 12:04:17,,,,YOU ARE BEST GAME,you are best game,"['you', 'are', 'best', 'game']","['best', 'game']",best game,0.6369,positive
515d426e-9bb9-4ab0-9cc2-38c107e1d8b0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,its làggy but still good,3,0,2.689.880,2025-09-24 12:03:50,,,2.689.880,its lggy but still good,its lggy but still good,"['its', 'lggy', 'but', 'still', 'good']","['lggy', 'still', 'good']",lggy still good,0.4404,positive
101d0235-07b7-4e50-b4ac-df1c95160a58,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this is my favorite game on the world,5,0,2.691.868,2025-09-24 12:03:28,,,2.691.868,this is my favorite game on the world,this is my favorite game on the world,"['this', 'is', 'my', 'favorite', 'game', 'on', 'the', 'world']","['favorite', 'game', 'world']",favorite game world,0.4588,positive
1196c1c9-7322-4228-9ff4-261ac18e22c6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,FREE SCHELP,1,0,,2025-09-24 12:03:21,,,,FREE SCHELP,free schelp,"['free', 'schelp']","['free', 'schelp']",free schelp,0.5106,positive
e67c0969-8da8-4e17-b34d-adc0aefdcfb3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,playing this since 3 yrs love it!can't stop playing this,5,0,2.691.868,2025-09-24 12:03:06,,,2.691.868,playing this since  yrs love itcant stop playing this,playing this since  yrs love itcant stop playing this,"['playing', 'this', 'since', 'yrs', 'love', 'itcant', 'stop', 'playing', 'this']","['playing', 'since', 'yrs', 'love', 'itcant', 'stop', 'playing']",playing since yrs love itcant stop playing,0.6808,positive
5be6f1f8-373c-4910-afae-d26723b994fd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,,2025-09-24 12:02:49,,,,nice,nice,['nice'],['nice'],nice,0.4215,positive
539e41c0-4fbc-43a7-8eae-b15df4a0597d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,GOODDD,5,0,2.691.868,2025-09-24 12:02:36,,,2.691.868,GOODDD,gooddd,['gooddd'],['gooddd'],gooddd,0.0,neutral
07ca4ca1-069f-4400-91a1-f295e7e1f9dd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I don't like all of it but it's a good game,4,0,2.691.868,2025-09-24 12:01:34,,,2.691.868,I dont like all of it but its a good game,i dont like all of it but its a good game,"['i', 'dont', 'like', 'all', 'of', 'it', 'but', 'its', 'a', 'good', 'game']","['dont', 'like', 'good', 'game']",dont like good game,-0.5448,negative
8308e005-18f4-466a-97e3-50c047bc5b0e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,how to make a bunch of friends and it's just so fun 🤗🤗🤗🤭🤭🤭🤭🤩🤩😍😍,5,0,2.691.868,2025-09-24 12:01:12,,,2.691.868,how to make a bunch of friends and its just so fun,how to make a bunch of friends and its just so fun,"['how', 'to', 'make', 'a', 'bunch', 'of', 'friends', 'and', 'its', 'just', 'so', 'fun']","['make', 'bunch', 'friends', 'fun']",make bunch friends fun,0.7506,positive
ab3e92df-d6e4-4411-83aa-621435df30c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,4,0,2.690.721,2025-09-24 12:00:52,,,2.690.721,good,good,['good'],['good'],good,0.4404,positive
296c6cbb-2876-4231-8ab0-d10a30378c01,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it so good if you have to much time and you what a brake by roblox.,5,0,2.691.868,2025-09-24 12:00:33,,,2.691.868,it so good if you have to much time and you what a brake by roblox,it so good if you have to much time and you what a brake by roblox,"['it', 'so', 'good', 'if', 'you', 'have', 'to', 'much', 'time', 'and', 'you', 'what', 'a', 'brake', 'by', 'roblox']","['good', 'much', 'time', 'brake', 'roblox']",good much time brake roblox,0.4404,positive
63aaf21b-9b53-4a21-9957-7b067ccea9db,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,to many glitches and child predators,1,0,2.690.721,2025-09-24 12:00:15,,,2.690.721,to many glitches and child predators,to many glitches and child predators,"['to', 'many', 'glitches', 'and', 'child', 'predators']","['many', 'glitches', 'child', 'predators']",many glitches child predators,0.0,neutral
a068ff10-e3d6-4ec7-85e4-8e33c3568533,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this might be the best game ever!!! it is fun i would prefer tsb or called the strongest battle ground and also i loveeee volleyball legends,5,0,2.691.868,2025-09-24 11:59:10,,,2.691.868,this might be the best game ever it is fun i would prefer tsb or called the strongest battle ground and also i loveeee volleyball legends,this might be the best game ever it is fun i would prefer tsb or called the strongest battle ground and also i loveeee volleyball legends,"['this', 'might', 'be', 'the', 'best', 'game', 'ever', 'it', 'is', 'fun', 'i', 'would', 'prefer', 'tsb', 'or', 'called', 'the', 'strongest', 'battle', 'ground', 'and', 'also', 'i', 'loveeee', 'volleyball', 'legends']","['might', 'best', 'game', 'ever', 'fun', 'would', 'prefer', 'tsb', 'called', 'strongest', 'battle', 'ground', 'also', 'loveeee', 'volleyball', 'legends']",might best game ever fun would prefer tsb called strongest battle ground also loveeee volleyball legends,0.8316,positive
74e32a1f-ce16-4306-8cea-0f26efa05211,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,plz Roblox plz,5,0,2.691.868,2025-09-24 11:59:04,,,2.691.868,plz Roblox plz,plz roblox plz,"['plz', 'roblox', 'plz']","['plz', 'roblox', 'plz']",plz roblox plz,0.1531,neutral
4e4cfc27-98f8-45f6-b4b3-906d7a259728,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love the game but the new shcelp situation is bad #freeshcelp,3,0,2.598.613,2025-09-24 11:59:00,,,2.598.613,I love the game but the new shcelp situation is bad,i love the game but the new shcelp situation is bad,"['i', 'love', 'the', 'game', 'but', 'the', 'new', 'shcelp', 'situation', 'is', 'bad']","['love', 'game', 'new', 'shcelp', 'situation', 'bad']",love game new shcelp situation bad,0.1779,neutral
5d7d466d-f5ba-4322-9c32-e757951f4428,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I like this game very much😘🥰😍,5,0,2.689.880,2025-09-24 11:57:07,,,2.689.880,I like this game very much,i like this game very much,"['i', 'like', 'this', 'game', 'very', 'much']","['like', 'game', 'much']",like game much,0.3612,neutral
7934311d-692e-4a14-9a75-47b54bda9c38,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Its okay, but always need to be updated",3,0,2.689.880,2025-09-24 11:57:04,,,2.689.880,Its okay but always need to be updated,its okay but always need to be updated,"['its', 'okay', 'but', 'always', 'need', 'to', 'be', 'updated']","['okay', 'always', 'need', 'updated']",okay always need updated,0.2263,neutral
5157c481-d78f-4636-b94b-49e16b3f9f96,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,(:😀🤩🤑,5,0,,2025-09-24 11:56:52,,,,,,[],[],,0.0,neutral
febdbb18-54fc-4a54-aa74-26514dee4c60,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is very realstick game.,5,0,2.691.868,2025-09-24 11:56:10,,,2.691.868,This is very realstick game,this is very realstick game,"['this', 'is', 'very', 'realstick', 'game']","['realstick', 'game']",realstick game,0.0,neutral
15f89e9f-6c0c-42f1-a2d0-198e2455f88a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,2.691.868,2025-09-24 11:55:55,,,2.691.868,nice,nice,['nice'],['nice'],nice,0.4215,positive
a9a5a88e-9fbf-44ad-ace2-9a8e56a23233,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i can play with anything because having fun and friends 😄,5,0,2.691.868,2025-09-24 11:55:50,,,2.691.868,i can play with anything because having fun and friends,i can play with anything because having fun and friends,"['i', 'can', 'play', 'with', 'anything', 'because', 'having', 'fun', 'and', 'friends']","['play', 'anything', 'fun', 'friends']",play anything fun friends,0.8316,positive
363b6da8-373c-48c4-b8e2-760a130a4bc0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"An nostalgic game that 2002's kid's plays even when growing up 7 - 20 + everyone plays it the songs,sound effects,concepts,and how fun it is.5 stars roblox but the issues today well its obvious so 3 stars.",3,0,2.691.868,2025-09-24 11:55:37,,,2.691.868,An nostalgic game that s kids plays even when growing up     everyone plays it the songssound effectsconceptsand how fun it is stars roblox but the issues today well its obvious so  stars,an nostalgic game that s kids plays even when growing up     everyone plays it the songssound effectsconceptsand how fun it is stars roblox but the issues today well its obvious so  stars,"['an', 'nostalgic', 'game', 'that', 's', 'kids', 'plays', 'even', 'when', 'growing', 'up', 'everyone', 'plays', 'it', 'the', 'songssound', 'effectsconceptsand', 'how', 'fun', 'it', 'is', 'stars', 'roblox', 'but', 'the', 'issues', 'today', 'well', 'its', 'obvious', 'so', 'stars']","['nostalgic', 'game', 'kids', 'plays', 'even', 'growing', 'everyone', 'plays', 'songssound', 'effectsconceptsand', 'fun', 'stars', 'roblox', 'issues', 'today', 'well', 'obvious', 'stars']",nostalgic game kids plays even growing everyone plays songssound effectsconceptsand fun stars roblox issues today well obvious stars,0.8442,positive
95bb0858-d113-4aea-89ec-ad054f164814,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it,5,0,2.690.721,2025-09-24 11:55:36,,,2.690.721,I love it,i love it,"['i', 'love', 'it']",['love'],love,0.6369,positive
c5302e56-10b3-42a5-9e22-e30653ec5d3d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,roblox is nice but i mose like 99 nyts inthe forest,5,0,2.690.721,2025-09-24 11:54:41,,,2.690.721,roblox is nice but i mose like  nyts inthe forest,roblox is nice but i mose like  nyts inthe forest,"['roblox', 'is', 'nice', 'but', 'i', 'mose', 'like', 'nyts', 'inthe', 'forest']","['roblox', 'nice', 'mose', 'like', 'nyts', 'inthe', 'forest']",roblox nice mose like nyts inthe forest,0.6486,positive
fbbff68a-c331-4112-89a2-98a981bca8b8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this game is fun!,5,0,2.691.868,2025-09-24 11:52:46,,,2.691.868,this game is fun,this game is fun,"['this', 'game', 'is', 'fun']","['game', 'fun']",game fun,0.5106,positive
b507ead7-8137-47bd-83f3-ca419e2f5ba5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this is the best game this game is very nice but this game is some glitch sentence game you can make this game better this game was every time glitch you should make this game some update but I like this game thanks for giving updates to this roblox,5,0,2.691.868,2025-09-24 11:52:30,,,2.691.868,this is the best game this game is very nice but this game is some glitch sentence game you can make this game better this game was every time glitch you should make this game some update but I like this game thanks for giving updates to this roblox,this is the best game this game is very nice but this game is some glitch sentence game you can make this game better this game was every time glitch you should make this game some update but i like this game thanks for giving updates to this roblox,"['this', 'is', 'the', 'best', 'game', 'this', 'game', 'is', 'very', 'nice', 'but', 'this', 'game', 'is', 'some', 'glitch', 'sentence', 'game', 'you', 'can', 'make', 'this', 'game', 'better', 'this', 'game', 'was', 'every', 'time', 'glitch', 'you', 'should', 'make', 'this', 'game', 'some', 'update', 'but', 'i', 'like', 'this', 'game', 'thanks', 'for', 'giving', 'updates', 'to', 'this', 'roblox']","['best', 'game', 'game', 'nice', 'game', 'glitch', 'sentence', 'game', 'make', 'game', 'better', 'game', 'every', 'time', 'glitch', 'make', 'game', 'update', 'like', 'game', 'thanks', 'giving', 'updates', 'roblox']",best game game nice game glitch sentence game make game better game every time glitch make game update like game thanks giving updates roblox,0.9517,positive
8e73087b-1962-4fd9-8493-8adb526e6d4e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,FREE SCHLEP NOW!!!!! plz,3,0,2.691.868,2025-09-24 11:51:34,,,2.691.868,FREE SCHLEP NOW plz,free schlep now plz,"['free', 'schlep', 'now', 'plz']","['free', 'schlep', 'plz']",free schlep plz,0.5574,positive
35c863cc-1735-4099-8b4b-12c0e866a6d7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Satisfied,5,0,2.691.868,2025-09-24 11:50:48,,,2.691.868,Satisfied,satisfied,['satisfied'],['satisfied'],satisfied,0.4215,positive
53010acd-3fd1-40d0-b511-68f259febfa4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice but can do better,4,0,2.691.868,2025-09-24 11:50:20,,,2.691.868,Nice but can do better,nice but can do better,"['nice', 'but', 'can', 'do', 'better']","['nice', 'better']",nice better,0.6908,positive
a78cd26c-fcc0-43a6-bec7-3cf08f57546e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game ni memang best karang yang suka main Lego ke ape ke lorong boleh cuba game ni korang boleh pilih game apa yang korang nak saya bagi lima bintang dan saya mintak jangan sesor perkataan yang elok2 harap2 dimurahkan rezeki abang ye😄,5,115,2.689.880,2025-09-24 11:50:09,,,2.689.880,Game ni memang best karang yang suka main Lego ke ape ke lorong boleh cuba game ni korang boleh pilih game apa yang korang nak saya bagi lima bintang dan saya mintak jangan sesor perkataan yang elok harap dimurahkan rezeki abang ye,game ni memang best karang yang suka main lego ke ape ke lorong boleh cuba game ni korang boleh pilih game apa yang korang nak saya bagi lima bintang dan saya mintak jangan sesor perkataan yang elok harap dimurahkan rezeki abang ye,"['game', 'ni', 'memang', 'best', 'karang', 'yang', 'suka', 'main', 'lego', 'ke', 'ape', 'ke', 'lorong', 'boleh', 'cuba', 'game', 'ni', 'korang', 'boleh', 'pilih', 'game', 'apa', 'yang', 'korang', 'nak', 'saya', 'bagi', 'lima', 'bintang', 'dan', 'saya', 'mintak', 'jangan', 'sesor', 'perkataan', 'yang', 'elok', 'harap', 'dimurahkan', 'rezeki', 'abang', 'ye']","['game', 'ni', 'memang', 'best', 'karang', 'yang', 'suka', 'main', 'lego', 'ke', 'ape', 'ke', 'lorong', 'boleh', 'cuba', 'game', 'ni', 'korang', 'boleh', 'pilih', 'game', 'apa', 'yang', 'korang', 'nak', 'saya', 'bagi', 'lima', 'bintang', 'dan', 'saya', 'mintak', 'jangan', 'sesor', 'perkataan', 'yang', 'elok', 'harap', 'dimurahkan', 'rezeki', 'abang', 'ye']",game ni memang best karang yang suka main lego ke ape ke lorong boleh cuba game ni korang boleh pilih game apa yang korang nak saya bagi lima bintang dan saya mintak jangan sesor perkataan yang elok harap dimurahkan rezeki abang ye,0.6369,positive
79512cef-1852-4988-bbc1-8add39a19ee1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,great game but will stop playing if r6 and classic things are removed. your ruining yourself rolox,5,0,2.691.868,2025-09-24 11:48:57,,,2.691.868,great game but will stop playing if r and classic things are removed your ruining yourself rolox,great game but will stop playing if r and classic things are removed your ruining yourself rolox,"['great', 'game', 'but', 'will', 'stop', 'playing', 'if', 'r', 'and', 'classic', 'things', 'are', 'removed', 'your', 'ruining', 'yourself', 'rolox']","['great', 'game', 'stop', 'playing', 'r', 'classic', 'things', 'removed', 'ruining', 'rolox']",great game stop playing r classic things removed ruining rolox,0.4019,positive
483777fe-425b-4855-ad8e-78fc9b40e9cf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this thing is a mixed bag,3,0,2.691.868,2025-09-24 11:48:17,,,2.691.868,this thing is a mixed bag,this thing is a mixed bag,"['this', 'thing', 'is', 'a', 'mixed', 'bag']","['thing', 'mixed', 'bag']",thing mixed bag,0.0,neutral
